"Date Time","WaterFlow_Pipe2"
2015-12-03 17:00:00,36.7647230603865
2015-12-03 18:00:00,38.217566412324
2015-12-03 19:00:00,39.0674305627744
2015-12-03 20:00:00,40.1582518846589
2015-12-03 21:00:00,40.6229722818312
2015-12-03 22:00:00,40.2523276426345
2015-12-03 23:00:00,39.8274871261623
2015-12-04,40.2104868779509
2015-12-04 01:00:00,41.1782612725739
2015-12-04 02:00:00,41.6213106564638
2015-12-04 03:00:00,40.956775141591
2015-12-04 04:00:00,39.8723152324202
2015-12-04 05:00:00,39.3602994502638
2015-12-04 06:00:00,39.3680221654944
2015-12-04 07:00:00,38.9615999985301
2015-12-04 08:00:00,37.8055940040858
2015-12-04 09:00:00,36.8966021973495
2015-12-04 10:00:00,37.4707935055372
2015-12-04 11:00:00,39.473451370731
2015-12-04 12:00:00,41.5405770979265
2015-12-04 13:00:00,42.4257187872358
2015-12-04 14:00:00,42.0570859170635
2015-12-04 15:00:00,41.1762751291954
2015-12-04 16:00:00,40.424812476628
2015-12-04 17:00:00,40.0911881267661
2015-12-04 18:00:00,40.3815422727216
2015-12-04 19:00:00,41.341073289821
2015-12-04 20:00:00,42.4745318629355
2015-12-04 21:00:00,42.9704762216602
2015-12-04 22:00:00,42.6170926934308
2015-12-04 23:00:00,42.1955831531098
2015-12-05,42.4363613597825
2015-12-05 01:00:00,43.3799679408542
2015-12-05 02:00:00,43.7855562050246
2015-12-05 03:00:00,43.0707405302648
2015-12-05 04:00:00,41.9237732577649
2015-12-05 05:00:00,41.3377226348523
2015-12-05 06:00:00,41.2606798041495
2015-12-05 07:00:00,40.7596433514804
2015-12-05 08:00:00,39.5001287900333
2015-12-05 09:00:00,38.4797477117553
2015-12-05 10:00:00,38.9357278690672
2015-12-05 11:00:00,40.8144425974186
2015-12-05 12:00:00,42.7529998595341
2015-12-05 13:00:00,43.5060569375589
2015-12-05 14:00:00,43.0029210246885
2015-12-05 15:00:00,41.9862614475605
2015-12-05 16:00:00,41.0986389534573
2015-12-05 17:00:00,40.6295282190177
2015-12-05 18:00:00,40.7859924862347
2015-12-05 19:00:00,41.6140815024443
2015-12-05 20:00:00,42.6193166149211
2015-12-05 21:00:00,42.9909382654135
2015-12-05 22:00:00,42.5177201853512
2015-12-05 23:00:00,41.9813519419492
2015-12-06,42.2443272204239
2015-12-06 01:00:00,43.0840755788123
2015-12-06 02:00:00,43.3916200056741
2015-12-06 03:00:00,42.5846451664534
2015-12-06 04:00:00,41.3513723767646
2015-12-06 05:00:00,40.6847417398624
2015-12-06 06:00:00,40.5326247179555
2015-12-06 07:00:00,39.961715561595
2015-12-06 08:00:00,38.6371488687221
2015-12-06 09:00:00,37.5560878830577
